slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn
/home/yiying/work/WSI/pipeline/DATA/WSI/case.ndpi,0,processed,6,15,7,4,False,100,16,8,6,250,True,four_pt
